Year,Month,YearMonth,Country,GenreName,Revenue,InvoiceCount,UniqueCustomers
2021,11,2021-11,Austria,Latin,0.99,1,1
2021,11,2021-11,Austria,Metal,9.9,6,4
2021,11,2021-11,Austria,Rock,18.81,6,4
2021,11,2021-11,Belgium,Alternative & Punk,4.95,3,2
2021,11,2021-11,Belgium,Drama,13.93,4,4
2021,11,2021-11,Belgium,Electronica/Dance,1.98,1,1
2021,11,2021-11,Belgium,Hip Hop/Rap,1.98,2,1
2021,11,2021-11,Belgium,Latin,3.96,4,4
2021,11,2021-11,Belgium,Metal,3.96,2,2
2021,11,2021-11,Belgium,R&B/Soul,10.89,3,2
2021,11,2021-11,Belgium,Rock,19.799999999999997,7,6
2021,11,2021-11,Belgium,TV Shows,7.96,1,1
2021,11,2021-11,Brazil,Alternative & Punk,23.75999999999999,13,12
2021,11,2021-11,Brazil,Blues,9.9,4,4
2021,11,2021-11,Brazil,Bossa Nova,6.930000000000001,4,2
2021,11,2021-11,Brazil,Classical,4.95,3,2
2021,11,2021-11,Brazil,Drama,11.94,4,3
2021,11,2021-11,Brazil,Electronica/Dance,0.99,1,1
2021,11,2021-11,Brazil,Heavy Metal,2.9699999999999998,1,1
2021,11,2021-11,Brazil,Jazz,19.799999999999997,6,4
2021,11,2021-11,Brazil,Latin,38.60999999999999,20,20
2021,11,2021-11,Brazil,Metal,31.67999999999998,15,15
2021,11,2021-11,Brazil,Pop,12.870000000000001,5,5
2021,11,2021-11,Brazil,R&B/Soul,6.930000000000001,3,3
2021,11,2021-11,Brazil,Reggae,0.99,1,1
2021,11,2021-11,Brazil,Rock,83.15999999999994,33,30
2021,11,2021-11,Brazil,Sci Fi & Fantasy,17.91,3,2
2021,11,2021-11,Brazil,Science Fiction,1.99,1,1
2021,11,2021-11,Brazil,Soundtrack,9.9,4,3
2021,11,2021-11,Brazil,TV Shows,17.91,4,3
2021,11,2021-11,Canada,Alternative & Punk,25.739999999999988,13,13
2021,11,2021-11,Canada,Blues,12.870000000000001,7,7
2021,11,2021-11,Canada,Classical,0.99,1,1
2021,11,2021-11,Canada,Electronica/Dance,12.870000000000001,5,5
2021,11,2021-11,Canada,Heavy Metal,0.99,1,1
2021,11,2021-11,Canada,Hip Hop/Rap,4.95,2,2
2021,11,2021-11,Canada,Jazz,10.89,7,7
2021,11,2021-11,Canada,Latin,29.69999999999998,13,13
2021,11,2021-11,Canada,Metal,21.779999999999994,13,12
2021,11,2021-11,Canada,Pop,3.96,3,3
2021,11,2021-11,Canada,R&B/Soul,4.95,4,4
2021,11,2021-11,Canada,Reggae,6.930000000000001,3,3
2021,11,2021-11,Canada,Rock,87.11999999999992,28,25
2021,11,2021-11,Canada,Rock And Roll,1.98,2,2
2021,11,2021-11,Canada,Sci Fi & Fantasy,3.98,1,1
2021,11,2021-11,Canada,Science Fiction,1.99,1,1
2021,11,2021-11,Canada,Soundtrack,1.98,1,1
2021,11,2021-11,Canada,TV Shows,1.99,1,1
2021,11,2021-11,Canada,World,4.95,3,3
2021,11,2021-11,Chile,Alternative & Punk,2.9699999999999998,2,2
2021,11,2021-11,Chile,Blues,2.9699999999999998,1,1
2021,11,2021-11,Chile,Classical,0.99,1,1
2021,11,2021-11,Chile,Drama,9.95,2,2
2021,11,2021-11,Chile,Latin,3.96,1,1
2021,11,2021-11,Chile,Metal,0.99,1,1
2021,11,2021-11,Chile,R&B/Soul,0.99,1,1
2021,11,2021-11,Chile,Reggae,1.98,1,1
2021,11,2021-11,Chile,Rock,4.95,4,4
2021,11,2021-11,Chile,TV Shows,1.99,1,1
2021,11,2021-11,Chile,World,0.99,1,1
2021,11,2021-11,Colombia,Alternative & Punk,0.99,1,1
2021,11,2021-11,Colombia,Blues,1.98,1,1
2021,11,2021-11,Colombia,Drama,3.98,1,1
2021,11,2021-11,Colombia,Pop,0.99,1,1
2021,11,2021-11,Colombia,R&B/Soul,0.99,1,1
2021,11,2021-11,Colombia,Rock,7.920000000000001,3,3
2021,11,2021-11,Czech Republic,Alternative & Punk,29.69999999999998,12,10
2021,11,2021-11,Czech Republic,Blues,14.850000000000001,7,6
2021,11,2021-11,Czech Republic,Hip Hop/Rap,1.98,1,1
2021,11,2021-11,Czech Republic,Jazz,1.98,2,2
2021,11,2021-11,Czech Republic,Latin,16.830000000000002,10,9
2021,11,2021-11,Czech Republic,Metal,9.9,5,5
2021,11,2021-11,Czech Republic,Pop,8.91,6,5
2021,11,2021-11,Czech Republic,R&B/Soul,5.94,3,3
2021,11,2021-11,Czech Republic,Rock,44.550000000000004,19,17
2021,11,2021-11,Czech Republic,Sci Fi & Fantasy,5.97,1,1
2021,11,2021-11,Czech Republic,TV Shows,9.95,3,3
2021,11,2021-11,Czech Republic,World,0.99,1,1
2021,11,2021-11,Denmark,Alternative & Punk,6.930000000000001,3,3
2021,11,2021-11,Denmark,Jazz,0.99,1,1
2021,11,2021-11,Denmark,Latin,5.94,2,2
2021,11,2021-11,Denmark,Metal,4.95,4,4
2021,11,2021-11,Denmark,Pop,0.99,1,1
2021,11,2021-11,Denmark,R&B/Soul,0.99,1,1
2021,11,2021-11,Denmark,Rock,12.870000000000001,3,3
2021,11,2021-11,Denmark,TV Shows,1.99,1,1
2021,11,2021-11,Finland,Alternative & Punk,0.99,1,1
2021,11,2021-11,Finland,Blues,1.98,1,1
2021,11,2021-11,Finland,Jazz,4.95,3,3
2021,11,2021-11,Finland,Latin,0.99,1,1
2021,11,2021-11,Finland,Metal,0.99,1,1
2021,11,2021-11,Finland,Pop,2.9699999999999998,1,1
2021,11,2021-11,Finland,Rock,3.96,2,2
2021,11,2021-11,France,Alternative & Punk,38.60999999999999,19,17
2021,11,2021-11,France,Blues,11.88,8,7
2021,11,2021-11,France,Bossa Nova,0.99,1,1
2021,11,2021-11,France,Classical,1.98,2,2
2021,11,2021-11,France,Comedy,5.97,1,1
2021,11,2021-11,France,Drama,19.9,6,5
2021,11,2021-11,France,Easy Listening,4.95,2,1
2021,11,2021-11,France,Electronica/Dance,0.99,1,1
2021,11,2021-11,France,Heavy Metal,1.98,1,1
2021,11,2021-11,France,Jazz,1.98,2,2
2021,11,2021-11,France,Latin,32.66999999999998,17,17
2021,11,2021-11,France,Metal,29.69999999999998,16,16
2021,11,2021-11,France,Pop,11.88,7,5
2021,11,2021-11,France,R&B/Soul,5.94,3,3
2021,11,2021-11,France,Reggae,6.930000000000001,2,2
2021,11,2021-11,France,Rock,82.16999999999994,34,33
2021,11,2021-11,France,Sci Fi & Fantasy,1.99,1,1
2021,11,2021-11,France,Soundtrack,0.99,1,1
2021,11,2021-11,France,TV Shows,39.8,6,5
2021,11,2021-11,France,World,4.95,3,3
2021,11,2021-11,Germany,Alternative & Punk,15.840000000000002,8,8
2021,11,2021-11,Germany,Blues,15.840000000000002,9,8
2021,11,2021-11,Germany,Bossa Nova,1.98,2,2
2021,11,2021-11,Germany,Comedy,1.99,1,1
2021,11,2021-11,Germany,Drama,1.99,1,1
2021,11,2021-11,Germany,Electronica/Dance,3.96,2,1
2021,11,2021-11,Germany,Hip Hop/Rap,1.98,2,2
2021,11,2021-11,Germany,Jazz,1.98,2,2
2021,11,2021-11,Germany,Latin,12.870000000000001,10,9
2021,11,2021-11,Germany,Metal,22.769999999999992,14,13
2021,11,2021-11,Germany,Pop,22.769999999999992,9,7
2021,11,2021-11,Germany,R&B/Soul,1.98,2,2
2021,11,2021-11,Germany,Reggae,9.9,5,5
2021,11,2021-11,Germany,Rock,87.11999999999992,31,26
2021,11,2021-11,Germany,Sci Fi & Fantasy,5.97,1,1
2021,11,2021-11,Germany,Science Fiction,11.94,2,1
2021,11,2021-11,Germany,Soundtrack,5.94,4,4
2021,11,2021-11,Germany,TV Shows,21.889999999999997,5,5
2021,11,2021-11,Germany,World,3.96,1,1
2021,11,2021-11,Hungary,Blues,1.98,1,1
2021,11,2021-11,Hungary,Heavy Metal,4.95,1,1
2021,11,2021-11,Hungary,Latin,0.99,1,1
2021,11,2021-11,Hungary,Metal,0.99,1,1
2021,11,2021-11,Hungary,Rock,2.9699999999999998,1,1
2021,11,2021-11,India,Alternative & Punk,14.850000000000001,8,7
2021,11,2021-11,India,Blues,1.98,2,2
2021,11,2021-11,India,Bossa Nova,3.96,2,2
2021,11,2021-11,India,Drama,17.91,2,1
2021,11,2021-11,India,Easy Listening,0.99,1,1
2021,11,2021-11,India,Jazz,12.870000000000001,4,4
2021,11,2021-11,India,Latin,21.779999999999994,8,7
2021,11,2021-11,India,Metal,12.870000000000001,5,5
2021,11,2021-11,India,Pop,2.9699999999999998,2,1
2021,11,2021-11,India,R&B/Soul,10.89,4,3
2021,11,2021-11,India,Rock,27.719999999999985,12,12
2021,11,2021-11,India,Sci Fi & Fantasy,1.99,1,1
2021,11,2021-11,India,TV Shows,3.98,2,2
2021,11,2021-11,India,World,1.98,2,2
2021,11,2021-11,Ireland,Alternative & Punk,7.920000000000001,4,4
2021,11,2021-11,Ireland,Blues,3.96,3,3
2021,11,2021-11,Ireland,Electronica/Dance,0.99,1,1
2021,11,2021-11,Ireland,Hip Hop/Rap,0.99,1,1
2021,11,2021-11,Ireland,Latin,2.9699999999999998,2,2
2021,11,2021-11,Ireland,Metal,1.98,2,2
2021,11,2021-11,Ireland,Pop,0.99,1,1
2021,11,2021-11,Ireland,Rock,19.799999999999997,5,5
2021,11,2021-11,Ireland,Soundtrack,0.99,1,1
2021,11,2021-11,Italy,Alternative & Punk,14.850000000000001,7,6
2021,11,2021-11,Italy,Blues,2.9699999999999998,2,1
2021,11,2021-11,Italy,Metal,7.920000000000001,5,5
2021,11,2021-11,Italy,Rock,20.789999999999996,8,7
2021,11,2021-11,Italy,TV Shows,1.99,1,1
2021,11,2021-11,Japan,Easy Listening,0.99,1,1
2021,11,2021-11,Japan,Metal,0.99,1,1
2021,11,2021-11,Japan,Rock,5.94,2,1
2021,11,2021-11,Mexico,Alternative & Punk,1.98,2,2
2021,11,2021-11,Mexico,Comedy,3.98,1,1
2021,11,2021-11,Mexico,Hip Hop/Rap,0.99,1,1
2021,11,2021-11,Mexico,Jazz,0.99,1,1
2021,11,2021-11,Mexico,Latin,0.99,1,1
2021,11,2021-11,Mexico,Metal,0.99,1,1
2021,11,2021-11,Mexico,R&B/Soul,0.99,1,1
2021,11,2021-11,Mexico,Rock,6.930000000000001,4,4
2021,11,2021-11,Mexico,Rock And Roll,3.96,1,1
2021,11,2021-11,Mexico,TV Shows,7.96,2,1
2021,11,2021-11,Mexico,World,0.99,1,1
2021,11,2021-11,Netherlands,Alternative & Punk,9.9,3,3
2021,11,2021-11,Netherlands,Blues,6.930000000000001,2,2
2021,11,2021-11,Netherlands,Jazz,2.9699999999999998,1,1
2021,11,2021-11,Netherlands,Latin,8.91,3,3
2021,11,2021-11,Netherlands,Metal,2.9699999999999998,2,2
2021,11,2021-11,Netherlands,R&B/Soul,3.96,1,1
2021,11,2021-11,Netherlands,Reggae,0.99,1,1
2021,11,2021-11,Netherlands,Rock,15.840000000000002,6,6
2021,11,2021-11,Netherlands,Sci Fi & Fantasy,7.96,1,1
2021,11,2021-11,Netherlands,TV Shows,1.99,1,1
2021,11,2021-11,Norway,Alternative,2.9699999999999998,1,1
2021,11,2021-11,Norway,Alternative & Punk,3.96,2,2
2021,11,2021-11,Norway,Blues,4.95,3,3
2021,11,2021-11,Norway,Classical,0.99,1,1
2021,11,2021-11,Norway,Drama,1.99,1,1
2021,11,2021-11,Norway,Latin,8.91,4,3
2021,11,2021-11,Norway,Metal,10.89,7,6
2021,11,2021-11,Norway,R&B/Soul,2.9699999999999998,3,2
2021,11,2021-11,Norway,Reggae,0.99,1,1
2021,11,2021-11,Norway,Rock,19.799999999999997,9,8
2021,11,2021-11,Norway,World,1.98,1,1
2021,11,2021-11,Poland,Alternative & Punk,14.850000000000001,7,5
2021,11,2021-11,Poland,Blues,0.99,1,1
2021,11,2021-11,Poland,Classical,2.9699999999999998,3,2
2021,11,2021-11,Poland,Drama,1.99,1,1
2021,11,2021-11,Poland,Jazz,1.98,2,2
2021,11,2021-11,Poland,Latin,4.95,3,3
2021,11,2021-11,Poland,Metal,3.96,3,3
2021,11,2021-11,Poland,Pop,0.99,1,1
2021,11,2021-11,Poland,Reggae,0.99,1,1
2021,11,2021-11,Poland,Rock,21.779999999999994,7,6
2021,11,2021-11,Poland,Sci Fi & Fantasy,3.98,1,1
2021,11,2021-11,Poland,Soundtrack,0.99,1,1
2021,11,2021-11,Poland,TV Shows,11.94,2,2
2021,11,2021-11,Portugal,Alternative & Punk,8.91,6,5
2021,11,2021-11,Portugal,Blues,10.89,6,5
2021,11,2021-11,Portugal,Classical,0.99,1,1
2021,11,2021-11,Portugal,Drama,1.99,1,1
2021,11,2021-11,Portugal,Jazz,0.99,1,1
2021,11,2021-11,Portugal,Latin,18.81,12,11
2021,11,2021-11,Portugal,Metal,15.840000000000002,6,4
2021,11,2021-11,Portugal,R&B/Soul,6.930000000000001,3,2
2021,11,2021-11,Portugal,Reggae,1.98,2,2
2021,11,2021-11,Portugal,Rock,44.550000000000004,16,14
2021,11,2021-11,Portugal,Rock And Roll,3.96,1,1
2021,11,2021-11,Portugal,Science Fiction,1.99,1,1
2021,11,2021-11,Portugal,TV Shows,1.99,1,1
2021,11,2021-11,Portugal,World,0.99,1,1
2021,11,2021-11,Spain,Alternative & Punk,13.860000000000001,5,4
2021,11,2021-11,Spain,Blues,1.98,1,1
2021,11,2021-11,Spain,Hip Hop/Rap,1.98,1,1
2021,11,2021-11,Spain,Jazz,0.99,1,1
2021,11,2021-11,Spain,Latin,1.98,2,2
2021,11,2021-11,Spain,Metal,1.98,2,2
2021,11,2021-11,Spain,R&B/Soul,3.96,1,1
2021,11,2021-11,Spain,Reggae,0.99,1,1
2021,11,2021-11,Spain,Rock,19.799999999999997,7,6
2021,11,2021-11,Spain,World,0.99,1,1
2021,11,2021-11,Sweden,Alternative & Punk,1.98,2,2
2021,11,2021-11,Sweden,Blues,4.95,2,2
2021,11,2021-11,Sweden,Drama,3.98,1,1
2021,11,2021-11,Sweden,Latin,5.94,3,3
2021,11,2021-11,Sweden,Metal,10.89,4,4
2021,11,2021-11,Sweden,R&B/Soul,0.99,1,1
2021,11,2021-11,Sweden,Reggae,1.98,2,2
2021,11,2021-11,Sweden,Rock,15.840000000000002,7,7
2021,11,2021-11,Sweden,TV Shows,13.93,3,3
2021,11,2021-11,USA,Alternative & Punk,58.41000000000003,39,37
2021,11,2021-11,USA,Blues,33.65999999999998,19,16
2021,11,2021-11,USA,Classical,12.870000000000001,7,7
2021,11,2021-11,USA,Comedy,19.9,5,4
2021,11,2021-11,USA,Drama,39.8,9,9
2021,11,2021-11,USA,Easy Listening,4.95,4,4
2021,11,2021-11,USA,Electronica/Dance,5.94,4,3
2021,11,2021-11,USA,Heavy Metal,5.94,4,4
2021,11,2021-11,USA,Hip Hop/Rap,2.9699999999999998,2,2
2021,11,2021-11,USA,Jazz,17.82,10,10
2021,11,2021-11,USA,Latin,76.22999999999998,35,34
2021,11,2021-11,USA,Metal,55.440000000000026,36,35
2021,11,2021-11,USA,Pop,19.799999999999997,9,8
2021,11,2021-11,USA,R&B/Soul,19.799999999999997,14,14
2021,11,2021-11,USA,Reggae,11.88,7,7
2021,11,2021-11,USA,Rock,195.0300000000003,75,68
2021,11,2021-11,USA,Sci Fi & Fantasy,5.97,1,1
2021,11,2021-11,USA,Science Fiction,1.99,1,1
2021,11,2021-11,USA,Soundtrack,3.96,1,1
2021,11,2021-11,USA,TV Shows,61.69000000000002,9,8
2021,11,2021-11,USA,World,11.88,8,7
2021,11,2021-11,United Kingdom,Alternative & Punk,9.9,8,7
2021,11,2021-11,United Kingdom,Blues,18.81,7,6
2021,11,2021-11,United Kingdom,Bossa Nova,4.95,2,1
2021,11,2021-11,United Kingdom,Classical,0.99,1,1
2021,11,2021-11,United Kingdom,Electronica/Dance,6.930000000000001,4,4
2021,11,2021-11,United Kingdom,Heavy Metal,6.930000000000001,3,2
2021,11,2021-11,United Kingdom,Hip Hop/Rap,1.98,1,1
2021,11,2021-11,United Kingdom,Jazz,1.98,2,1
2021,11,2021-11,United Kingdom,Latin,15.840000000000002,12,12
2021,11,2021-11,United Kingdom,Metal,5.94,5,5
2021,11,2021-11,United Kingdom,Pop,3.96,4,4
2021,11,2021-11,United Kingdom,R&B/Soul,4.95,4,4
2021,11,2021-11,United Kingdom,Reggae,1.98,2,1
2021,11,2021-11,United Kingdom,Rock,54.450000000000024,19,17
2021,11,2021-11,United Kingdom,Sci Fi & Fantasy,3.98,1,1
2021,11,2021-11,United Kingdom,TV Shows,3.98,1,1
2021,11,2021-11,United Kingdom,World,4.95,4,4
2021,12,2021-12,Argentina,Alternative,1.98,1,1
2021,12,2021-12,Argentina,Alternative & Punk,13.860000000000001,7,7
2021,12,2021-12,Argentina,Blues,5.94,2,2
2021,12,2021-12,Argentina,Classical,0.99,1,1
2021,12,2021-12,Argentina,Drama,3.98,2,2
2021,12,2021-12,Argentina,Jazz,0.99,1,1
2021,12,2021-12,Argentina,Latin,20.789999999999996,10,9
2021,12,2021-12,Argentina,Metal,4.95,5,5
2021,12,2021-12,Argentina,Pop,4.95,4,4
2021,12,2021-12,Argentina,R&B/Soul,3.96,2,1
2021,12,2021-12,Argentina,Reggae,0.99,1,1
2021,12,2021-12,Argentina,Rock,25.739999999999988,11,9
2021,12,2021-12,Argentina,Sci Fi & Fantasy,7.96,2,1
2021,12,2021-12,Argentina,Science Fiction,1.99,1,1
2021,12,2021-12,Argentina,TV Shows,5.97,2,2
2021,12,2021-12,Australia,Alternative,0.99,1,1
2021,12,2021-12,Australia,Alternative & Punk,7.920000000000001,6,6
2021,12,2021-12,Australia,Blues,0.99,1,1
2021,12,2021-12,Australia,Classical,4.95,4,3
2021,12,2021-12,Australia,Comedy,11.94,2,2
2021,12,2021-12,Australia,Easy Listening,2.9699999999999998,1,1
2021,12,2021-12,Australia,Electronica/Dance,3.96,1,1
2021,12,2021-12,Australia,Hip Hop/Rap,5.94,3,2
2021,12,2021-12,Australia,Jazz,3.96,2,1
2021,12,2021-12,Australia,Latin,8.91,6,6
2021,12,2021-12,Australia,Metal,4.95,4,4
2021,12,2021-12,Australia,R&B/Soul,0.99,1,1
2021,12,2021-12,Australia,Reggae,1.98,2,2
2021,12,2021-12,Australia,Rock,32.66999999999998,15,13
2021,12,2021-12,Australia,TV Shows,13.93,2,2
2021,12,2021-12,Australia,World,1.98,1,1
2021,12,2021-12,Austria,Alternative & Punk,5.94,3,3
2021,12,2021-12,Austria,Blues,1.98,1,1
2021,12,2021-12,Austria,Drama,7.96,1,1
2021,12,2021-12,Austria,Latin,0.99,1,1
2021,12,2021-12,Austria,Metal,8.91,5,4
2021,12,2021-12,Austria,Rock,17.82,6,5
2021,12,2021-12,Belgium,Alternative & Punk,6.930000000000001,5,5
2021,12,2021-12,Belgium,Blues,1.98,2,2
2021,12,2021-12,Belgium,Comedy,7.96,1,1
2021,12,2021-12,Belgium,Drama,13.93,3,2
2021,12,2021-12,Belgium,Hip Hop/Rap,1.98,1,1
2021,12,2021-12,Belgium,Jazz,0.99,1,1
2021,12,2021-12,Belgium,Latin,6.930000000000001,5,5
2021,12,2021-12,Belgium,Metal,8.91,5,4
2021,12,2021-12,Belgium,Pop,1.98,1,1
2021,12,2021-12,Belgium,R&B/Soul,1.98,1,1
2021,12,2021-12,Belgium,Rock,22.769999999999992,11,10
2021,12,2021-12,Belgium,Soundtrack,0.99,1,1
2021,12,2021-12,Belgium,TV Shows,9.95,3,2
2021,12,2021-12,Brazil,Alternative & Punk,32.66999999999998,21,19
2021,12,2021-12,Brazil,Blues,23.75999999999999,12,11
2021,12,2021-12,Brazil,Bossa Nova,7.920000000000001,4,3
2021,12,2021-12,Brazil,Classical,5.94,5,5
2021,12,2021-12,Brazil,Drama,15.92,4,4
2021,12,2021-12,Brazil,Easy Listening,0.99,1,1
2021,12,2021-12,Brazil,Electronica/Dance,2.9699999999999998,3,3
2021,12,2021-12,Brazil,Heavy Metal,2.9699999999999998,1,1
2021,12,2021-12,Brazil,Hip Hop/Rap,1.98,2,2
2021,12,2021-12,Brazil,Jazz,10.89,5,3
2021,12,2021-12,Brazil,Latin,51.48000000000002,25,19
2021,12,2021-12,Brazil,Metal,38.60999999999999,21,20
2021,12,2021-12,Brazil,Pop,14.850000000000001,8,7
2021,12,2021-12,Brazil,R&B/Soul,16.830000000000002,11,8
2021,12,2021-12,Brazil,Reggae,1.98,2,2
2021,12,2021-12,Brazil,Rock,90.0899999999999,40,35
2021,12,2021-12,Brazil,Sci Fi & Fantasy,19.9,5,4
2021,12,2021-12,Brazil,Soundtrack,8.91,4,3
2021,12,2021-12,Brazil,TV Shows,9.95,5,5
2021,12,2021-12,Brazil,World,3.96,4,3
2021,12,2021-12,Canada,Alternative,4.95,5,4
2021,12,2021-12,Canada,Alternative & Punk,45.540000000000006,19,19
2021,12,2021-12,Canada,Blues,17.82,9,9
2021,12,2021-12,Canada,Classical,7.920000000000001,5,5
2021,12,2021-12,Canada,Comedy,1.99,1,1
2021,12,2021-12,Canada,Drama,1.99,1,1
2021,12,2021-12,Canada,Electronica/Dance,15.840000000000002,5,5
2021,12,2021-12,Canada,Hip Hop/Rap,6.930000000000001,4,4
2021,12,2021-12,Canada,Jazz,7.920000000000001,5,5
2021,12,2021-12,Canada,Latin,54.450000000000024,22,20
2021,12,2021-12,Canada,Metal,41.58,23,23
2021,12,2021-12,Canada,Pop,16.830000000000002,10,9
2021,12,2021-12,Canada,R&B/Soul,7.920000000000001,5,5
2021,12,2021-12,Canada,Reggae,4.95,4,4
2021,12,2021-12,Canada,Rock,105.92999999999982,44,41
2021,12,2021-12,Canada,Sci Fi & Fantasy,13.93,4,3
2021,12,2021-12,Canada,Soundtrack,3.96,2,2
2021,12,2021-12,Canada,TV Shows,7.96,4,4
2021,12,2021-12,Canada,World,1.98,1,1
2021,12,2021-12,Chile,Alternative & Punk,11.88,5,3
2021,12,2021-12,Chile,Blues,6.930000000000001,4,3
2021,12,2021-12,Chile,Classical,0.99,1,1
2021,12,2021-12,Chile,Latin,7.920000000000001,3,2
2021,12,2021-12,Chile,Metal,3.96,4,3
2021,12,2021-12,Chile,R&B/Soul,1.98,1,1
2021,12,2021-12,Chile,Reggae,1.98,2,1
2021,12,2021-12,Chile,Rock,21.779999999999994,7,5
2021,12,2021-12,Chile,Sci Fi & Fantasy,1.99,1,1
2021,12,2021-12,Chile,TV Shows,5.97,3,3
2021,12,2021-12,Chile,World,2.9699999999999998,2,2
2021,12,2021-12,Colombia,Alternative & Punk,4.95,2,2
2021,12,2021-12,Colombia,Blues,1.98,2,2
2021,12,2021-12,Colombia,Comedy,3.98,1,1
2021,12,2021-12,Colombia,Drama,3.98,1,1
2021,12,2021-12,Colombia,Reggae,0.99,1,1
2021,12,2021-12,Colombia,Rock,6.930000000000001,3,3
2021,12,2021-12,Czech Republic,Alternative & Punk,41.58,15,13
2021,12,2021-12,Czech Republic,Blues,24.74999999999999,9,7
2021,12,2021-12,Czech Republic,Classical,1.98,2,2
2021,12,2021-12,Czech Republic,Comedy,3.98,2,2
2021,12,2021-12,Czech Republic,Easy Listening,0.99,1,1
2021,12,2021-12,Czech Republic,Electronica/Dance,0.99,1,1
2021,12,2021-12,Czech Republic,Jazz,0.99,1,1
2021,12,2021-12,Czech Republic,Latin,5.94,4,4
2021,12,2021-12,Czech Republic,Metal,23.75999999999999,9,9
2021,12,2021-12,Czech Republic,Pop,2.9699999999999998,3,3
2021,12,2021-12,Czech Republic,R&B/Soul,6.930000000000001,3,3
2021,12,2021-12,Czech Republic,Rock,40.589999999999996,20,19
2021,12,2021-12,Czech Republic,TV Shows,1.99,1,1
2021,12,2021-12,Czech Republic,World,0.99,1,1
2021,12,2021-12,Denmark,Alternative & Punk,4.95,3,3
2021,12,2021-12,Denmark,Bossa Nova,0.99,1,1
2021,12,2021-12,Denmark,Comedy,7.96,2,1
2021,12,2021-12,Denmark,Jazz,5.94,2,1
2021,12,2021-12,Denmark,Latin,4.95,4,4
2021,12,2021-12,Denmark,Metal,3.96,1,1
2021,12,2021-12,Denmark,Reggae,0.99,1,1
2021,12,2021-12,Denmark,Rock,23.75999999999999,6,5
2021,12,2021-12,Denmark,Soundtrack,0.99,1,1
2021,12,2021-12,Denmark,TV Shows,7.96,1,1
2021,12,2021-12,Denmark,World,0.99,1,1
2021,12,2021-12,Finland,Alternative & Punk,7.920000000000001,3,2
2021,12,2021-12,Finland,Blues,0.99,1,1
2021,12,2021-12,Finland,Electronica/Dance,0.99,1,1
2021,12,2021-12,Finland,Latin,0.99,1,1
2021,12,2021-12,Finland,Metal,2.9699999999999998,2,1
2021,12,2021-12,Finland,Pop,1.98,1,1
2021,12,2021-12,Finland,Rock,8.91,5,5
2021,12,2021-12,France,Alternative,2.9699999999999998,3,3
2021,12,2021-12,France,Alternative & Punk,50.490000000000016,22,20
2021,12,2021-12,France,Blues,6.930000000000001,5,5
2021,12,2021-12,France,Bossa Nova,1.98,1,1
2021,12,2021-12,France,Classical,0.99,1,1
2021,12,2021-12,France,Comedy,5.97,1,1
2021,12,2021-12,France,Drama,3.98,2,2
2021,12,2021-12,France,Easy Listening,1.98,1,1
2021,12,2021-12,France,Electronica/Dance,3.96,3,2
2021,12,2021-12,France,Jazz,18.81,10,10
2021,12,2021-12,France,Latin,43.56,25,24
2021,12,2021-12,France,Metal,28.709999999999983,17,16
2021,12,2021-12,France,Pop,10.89,5,5
2021,12,2021-12,France,R&B/Soul,13.860000000000001,8,8
2021,12,2021-12,France,Reggae,4.95,3,3
2021,12,2021-12,France,Rock,108.8999999999998,43,36
2021,12,2021-12,France,Sci Fi & Fantasy,1.99,1,1
2021,12,2021-12,France,Science Fiction,1.99,1,1
2021,12,2021-12,France,Soundtrack,3.96,1,1
2021,12,2021-12,France,TV Shows,21.889999999999997,3,3
2021,12,2021-12,France,World,3.96,3,3
2021,12,2021-12,Germany,Alternative & Punk,41.58,17,13
2021,12,2021-12,Germany,Blues,14.850000000000001,9,7
2021,12,2021-12,Germany,Bossa Nova,3.96,2,1
2021,12,2021-12,Germany,Classical,0.99,1,1
2021,12,2021-12,Germany,Comedy,1.99,1,1
2021,12,2021-12,Germany,Drama,13.93,3,3
2021,12,2021-12,Germany,Electronica/Dance,1.98,2,2
2021,12,2021-12,Germany,Hip Hop/Rap,0.99,1,1
2021,12,2021-12,Germany,Jazz,5.94,3,3
2021,12,2021-12,Germany,Latin,15.840000000000002,9,8
2021,12,2021-12,Germany,Metal,42.57,15,14
2021,12,2021-12,Germany,Pop,11.88,6,6
2021,12,2021-12,Germany,R&B/Soul,6.930000000000001,3,2
2021,12,2021-12,Germany,Reggae,5.94,3,2
2021,12,2021-12,Germany,Rock,93.05999999999989,36,30
2021,12,2021-12,Germany,Sci Fi & Fantasy,17.91,6,5
2021,12,2021-12,Germany,Science Fiction,9.95,2,2
2021,12,2021-12,Germany,TV Shows,29.84999999999999,5,4
2021,12,2021-12,Hungary,Alternative & Punk,2.9699999999999998,1,1
2021,12,2021-12,Hungary,Blues,4.95,3,3
2021,12,2021-12,Hungary,Heavy Metal,5.94,1,1
2021,12,2021-12,Hungary,Jazz,0.99,1,1
2021,12,2021-12,Hungary,Latin,1.98,2,2
2021,12,2021-12,Hungary,Metal,6.930000000000001,3,2
2021,12,2021-12,Hungary,Rock,16.830000000000002,6,5
2021,12,2021-12,Hungary,TV Shows,1.99,1,1
2021,12,2021-12,Hungary,World,0.99,1,1
2021,12,2021-12,India,Alternative & Punk,22.769999999999992,9,9
2021,12,2021-12,India,Blues,9.9,5,5
2021,12,2021-12,India,Bossa Nova,2.9699999999999998,2,2
2021,12,2021-12,India,Classical,0.99,1,1
